FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Orange,13 - Orange,1012,Non Profit Other,Comparable,,714-999-5102,1111 WEST LA PALMA AVENUE,ANAHEIM,92801,ROBERT TRAUTMAN,223,223,223,2022,1886,977,2607,0,0,83,1356,0,275,9206,0,9777,8846,4035,10861,0,0,429,4332,0,1554,39834,0,6855,6511,7640,17629,0,0,2120,9519,0,2536,52810,201821199,202684760,74678537,220649722,0,0,9285332,120565847,0,17987587,847672984,67679260,102619377,32402596,134547362,0,0,12812765,78236601,0,10848513,439146474,12618772,237924005,268037446,88476957,301331253,-2994121,0,0,16836317,160430161,0,0,0,0,0,4842678,1087503468,0,14051329,0,0,14051329,31576455,37266692,21598296,67917160,0,0,5261780,38372287,0,11374649,213367319,1721629,212475665,0,0,0,0,0,0,3272753,7633937,0,0,0,0,0,0,0,0,0,0,0,0,0
106010735,ALAMEDA HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Alameda,05 - East Bay,417,Non Profit Corp.,Comparable,,510-437-4800,2070 CLINTON AVE,ALAMEDA,94501,DELVECCHIO FINLEY,247,247,247,1301,296,288,666,0,57,23,322,1,89,3043,0,8163,3163,54660,3840,0,216,186,2892,56,2597,75773,0,13330,2049,2784,10615,0,921,1274,7688,2,3868,42531,108516289,21211102,136822288,42177533,0,3787440,2086007,16854485,46681,10699599,342201424,40667828,6726621,5594990,40920726,0,5046156,3191006,23062513,24340,6698092,131932272,13056966,123530547,22202920,124531745,74523701,0,0,8833596,4414966,28188116,0,3541861,0,0,0,0,402824418,0,0,0,0,0,25653571,5734802,17885533,8574558,0,0,862047,11728882,71021,798864,71309278,83437,86427167,0,5411285,0,0,0,0,3711082,10639758,0,0,0,0,0,0,0,0,0,0,0,0,0
106190017,ALHAMBRA HOSPITAL MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,913,Investor - Ptnr.,Comparable,,626-570-1606,100 SOUTH RAYMOND AVENUE,ALHAMBRA,91801,IRIS LAI,144,144,144,1479,1104,161,1499,0,0,31,378,0,51,4703,13,9883,4750,2267,13333,0,0,122,1472,0,163,31990,9282,3643,3015,1448,9891,0,0,279,3344,16,6615,28251,138607837,80012042,20689475,139292302,0,0,2064389,26562851,0,3011463,410240359,27970952,23479930,6887386,47502495,0,0,1502532,25170683,1030802,8727000,142271780,2865775,141010730,95182917,25440540,171049585,-2807,0,0,2916224,41344954,0,1030802,0,0,0,7664706,488503426,114113956,14047580,0,0,128161536,25568058,122423011,2139126,29792792,0,0,650699,10388578,0,1207985,192170249,776578,191947255,0,921083,0,0,0,0,1044132,9720050,0,0,0,0,0,0,0,0,0,0,0,0,0
106010739,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMPUS,20201,04/01/2019,03/31/2020,OPEN,Alameda,05 - East Bay,415,Non Profit Corp.,Comparable,,510-204-4444,2450 ASHBY AVENUE,BERKELEY,94705,GERALD KOZAI,393,393,242,3061,971,2283,3310,0,0,530,4395,165,61,14776,0,18048,4721,10226,11549,0,0,7591,19151,557,183,72026,0,24947,6596,3722,16427,3,0,2679,37912,3043,596,95925,250299982,72666500,129947009,201642508,0,0,103035453,259340443,7967519,2630497,1027529911,258002052,70376294,22375669,131414695,11889,0,18244795,253990995,15928576,2950280,773295245,11086603,398086477,113370300,63704341,263102322,0,9599,0,101650789,208371909,0,23896095,0,0,0,1347441,1184625876,4319422,0,0,28707195,33026617,104744191,33799691,88550257,69944146,2290,0,19046109,330341368,0,2797845,649225897,5283258,680483875,0,14763687,0,0,0,0,24028379,88019813,0,0,0,0,0,0,0,0,0,0,0,0,0
106010937,ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT HAWTHORNE,20201,04/01/2019,03/31/2020,OPEN,Alameda,05 - East Bay,417,Non Profit Corp.,Comparable,,510-655-4000,350 HAWTHORNE AVENUE,OAKLAND,94609,GERALD KOZAI,395,395,225,5858,1445,745,2384,1,0,318,1453,144,49,12397,0,34398,7766,3063,11964,9,0,1526,7838,549,191,67304,0,12424,2741,2040,16835,0,0,1377,10518,2719,599,49253,537429297,138214213,73561180,204942451,69602,0,29404701,145102062,11637324,4137604,1144498434,166399558,46647290,22661133,120939246,0,0,10864180,169630532,12646948,2931961,552720848,9700645,564496634,153545976,23632022,275364370,0,69415,0,35693560,123058410,0,24284272,0,0,0,3536522,1213381826,0,0,0,0,0,134340825,30993554,72539753,50504948,187,0,3791288,189125154,0,2541747,483837456,68720519,591904964,0,25473631,0,0,0,0,87578767,503479170,0,0,0,0,0,0,0,0,0,0,0,0,0
106370652,ALVARADO HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,San Diego,14 - San Diego/Imperial,1418,Investor - Corp.,Comparable,,619-287-3270,6655 ALVARADO ROAD,SAN DIEGO,92120-5298,ROBIN GOMEZ,306,306,306,2139,467,458,1094,3,0,203,774,0,108,5246,0,10966,2174,3029,4421,8,0,477,3319,0,201,24595,0,4816,1487,2628,9563,6,0,1614,15142,0,2087,37343,154257401,30092624,31373572,57553998,154915,0,15966720,73405782,0,3545443,366350455,27443539,7820185,7580719,29697195,18213,0,5766514,53511611,0,7486888,139324864,6217057,145905800,28737346,29670316,72983851,0,171961,0,17307544,98267713,0,0,0,0,0,3885247,403146835,0,0,0,0,0,35795139,9175464,9283976,14267342,1167,0,4425690,28649680,0,930026,102528484,3325998,121049352,0,-81778,0,0,0,0,12425189,80442372,0,0,0,0,0,0,0,0,0,0,0,0,0
106370749,ALVARADO PARKWAY INSTITUTE BHS,20201,04/01/2019,03/31/2020,OPEN,San Diego,14 - San Diego/Imperial,1422,Investor - Corp.,Comparable,,619-465-4411,7050 PARKWAY DRIVE,LA MESA,91942,MEGAN MONTGOMERY-WEST,66,66,66,474,132,325,0,0,0,0,1307,0,25,2263,0,6802,1644,3665,0,0,0,0,9001,0,206,21318,0,109397,9124,0,0,0,0,0,32420,0,147,151088,17005000,4110000,9162500,0,0,0,0,24213246,0,515000,55005746,29994395,2542980,0,0,0,0,0,9159685,0,37170,41734230,1891690,29195164,4107731,6427609,0,0,0,0,0,21941681,0,0,0,0,0,0,63563875,0,0,0,0,0,15912542,2545249,2734891,0,0,0,0,11431249,0,552170,33176101,0,30766165,0,0,0,0,0,0,1156589,2539988,0,0,0,0,0,0,0,0,0,0,0,0,0
106194010,AMERICAN RECOVERY CENTER,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,917,Non Profit Corp.,Comparable,,909-865-2336,2180 VALLEY BOULEVARD,POMONA,91768,SHIRLEY SUMMERS,173,173,173,0,0,0,0,1839,0,0,0,0,0,1839,0,0,0,0,0,40545,0,0,0,0,0,40545,0,0,0,0,0,11554,0,0,0,0,0,11554,0,0,0,0,9169488,0,0,0,0,0,9169488,0,0,0,0,343303,0,0,0,0,0,343303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9512791,0,0,0,0,0,9512791,0,7582677,267301,0,0,0,0,0,0,2508743,0,0,0,0,0,0,0,0,0,0,0,0,0
106301188,ANAHEIM GLOBAL MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Orange,13 - Orange,1012,Investor - Corp.,Comparable,,714-835-3555,1025 SOUTH ANAHEIM BLVD.,ANAHEIM,92805,PETER BARONOFF,188,188,188,640,601,1994,1215,0,0,249,315,0,236,5250,0,7915,4648,20492,7040,0,0,2258,1197,0,794,44344,0,2418,1160,5351,10188,0,0,2166,2521,14,2596,26414,42224318,43783755,58768146,55125433,0,0,12046724,12275049,0,7654447,231877872,14627733,8240148,11318867,36147702,0,0,8267804,15450543,50267,10931213,105034277,760631,45316902,41607736,56639387,74621375,-10394091,0,0,13323891,20890861,0,1960469,0,0,0,3891230,248618391,0,0,0,0,0,11535149,10416166,23841715,16651762,0,0,6990637,6834730,50267,11973332,88293758,287473,93729206,1409976,0,0,0,0,0,775265,5411419,0,0,0,0,0,0,0,0,0,0,0,0,0
106190034,ANTELOPE VALLEY HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,901,District,Comparable,,661-949-5000,1600 WEST AVENUE J,LANCASTER,93534,EDWARD MIRZABEGIAN,420,393,262,3403,2814,2237,6198,0,0,4186,0,427,271,19536,0,17549,12334,10286,23233,0,0,14613,0,1640,1248,80903,0,17807,11638,16983,66203,0,0,26591,0,11538,2336,153096,274899838,205260753,153046538,318090336,0,0,234523738,0,15418471,8824386,1210064060,78128246,121701484,55018947,241049672,0,0,160335657,0,17254596,14409292,687897894,31728803,273098287,249338859,146425661,463010124,-6704611,0,0,298096891,0,0,1751711,0,0,0,4135748,1460881473,0,5747870,0,0,5747870,79929799,77623377,68344433,95829201,0,0,90713950,0,14288318,16099273,442828351,16432275,450417586,0,117634119,0,0,0,0,23545139,195458645,0,0,0,0,0,0,0,0,0,0,0,0,0
106364231,ARROWHEAD REGIONAL MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,San Bernardino,12 - Inland Counties,1209,City/County,Comparable,Teaching,909-580-1000,400 N. PEPPER AVENUE,COLTON,92324-1816,WILLIAM GILBERT,456,436,368,2255,0,6194,8169,0,0,1041,0,1245,7,18911,0,17635,0,55822,35688,0,0,5977,0,7883,27,123032,0,52580,0,199483,44330,0,0,8332,0,29892,438,335055,265556591,0,356749289,349007997,0,0,94759676,0,54996288,207564,1121277405,110569478,0,235062565,182908865,0,0,28116197,0,87202299,1278679,645138083,1397943,276170421,0,380918512,517676344,-89414282,0,0,82500955,0,0,130363569,0,0,0,0,1299613462,0,0,0,0,0,99955648,0,300306584,14241558,0,0,40374918,0,11790074,133244,466802026,138636681,656408492,0,20477472,0,0,0,0,9045064,318510989,0,0,0,0,0,0,0,0,0,0,0,0,0
106400683,ATASCADERO STATE HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,San Luis Obispo,08 - Mid-Coast,801,State,State Hospitals,,805-468-2000,10333 EL CAMINO REAL,ATASCADERO,93422,JON MORALES,1275,1157,1157,56,0,0,0,0,0,30,0,0,1226,1312,0,265255,0,0,0,0,0,1919,0,0,145267,412441,0,0,0,0,0,0,0,0,0,0,0,0,135763489,0,0,0,0,0,961882,0,0,75180762,211906133,0,0,0,0,0,0,0,0,0,0,0,0,1687,0,0,0,0,0,0,0,0,0,0,0,0,0,538,2225,0,0,0,0,0,135761802,0,0,0,0,0,961882,0,0,75180224,211903908,0,285471824,0,68968812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106494048,AURORA BEHAVIORAL HEALTHCARE - SANTA ROSA,20201,04/01/2019,03/31/2020,OPEN,Sonoma,03 - North Bay,401,Investor - Corp.,Comparable,,707-800-7700,1287 FULTON ROAD,SANTA ROSA,95401,SUSAN ROSE,95,95,78,492,63,917,0,639,0,35,1086,0,24,3256,0,5985,606,7090,0,6418,0,268,6938,0,54,27359,0,1362,86,0,12,9,0,177,2092,0,61,3799,13179300,1334675,15642575,0,14118250,0,590475,15286575,0,118875,60270725,826875,52150,0,5950,4725,0,99750,1184400,0,34475,2208325,0,6455367,568500,6509270,3000,0,6121346,0,323029,4929748,0,0,0,0,0,48129,24958389,0,0,0,0,0,7550808,818325,9133305,2950,8001629,0,367196,11541227,0,105221,37520661,489834,37653516,4238159,-4561,0,0,0,0,138388,331853,0,0,0,0,0,0,0,0,0,0,0,0,0
106190163,AURORA CHARTER OAK,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,915,Investor - Corp.,Comparable,,626-966-1632,1161 EAST COVINA BOULEVARD,COVINA,91724,TODD SMITH,134,134,127,769,714,997,0,1919,0,93,1651,1,45,6189,0,9065,6086,6877,0,13848,0,851,9943,10,176,46856,0,4735,2110,0,0,0,0,41,5462,0,82,12430,13617100,9148425,10340175,0,20820000,0,1278800,15031950,15025,264925,70516400,2289600,1015200,0,0,0,0,17760,2637920,0,41600,6002080,0,6216859,4233491,4970586,0,-121542,10382869,0,539795,6993209,0,15025,0,0,0,152737,33383029,0,0,0,0,0,9689841,5930134,5491131,0,10437131,0,756765,10676661,0,153788,43135451,50205,41383644,1352365,1426813,0,0,0,0,2738585,5307058,0,0,0,0,0,0,0,0,0,0,0,0,0
106190462,AURORA LAS ENCINAS HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,911,Investor - Corp.,Comparable,,626-795-9901,2900 EAST DEL MAR BOULEVARD,PASADENA,91107,TODD SMITH,118,118,69,706,298,134,3,341,0,1416,1780,0,76,4754,0,5607,2083,567,10,1544,0,5282,9640,0,867,25600,0,1384,190,0,0,0,0,401,6442,0,644,9061,9912550,3688100,1015900,17500,2720900,0,9346000,17068500,0,1557450,45326900,652320,92800,0,0,0,0,272800,3155840,0,286920,4460680,0,5321751,1741374,604782,8753,0,1438619,0,4270086,8825913,0,0,0,0,0,864427,23075705,0,0,0,0,0,5243119,2039526,411118,8747,1282281,0,5348714,11398427,0,979943,26711875,55312,30828853,1226081,1910354,0,0,0,0,268604,3357507,0,0,0,0,0,0,0,0,0,0,0,0,0
106374024,AURORA SAN DIEGO,20201,04/01/2019,03/31/2020,OPEN,San Diego,14 - San Diego/Imperial,1412,Investor - Corp.,Comparable,,858-675-4200,11878 AVENUE OF INDUSTRY,SAN DIEGO,92128,ALAIN AZCONA,101,92,92,145,162,22,0,26,0,953,1552,3,14,2877,0,1654,1798,106,0,139,0,17481,9785,5,121,31089,0,430,478,0,0,0,0,3476,7963,1,51,12399,2983950,3182275,191300,0,311400,0,31277175,16498725,9050,218350,54672225,210880,235680,0,0,0,0,1736800,4395200,480,28320,6607360,0,1590720,1602157,84863,0,0,196206,0,12010816,9681680,0,9530,0,0,0,97334,25273306,0,0,0,0,0,1604110,1815798,106437,0,115194,0,21003159,11212245,0,149336,36006279,57342,29371317,722398,-4625,0,0,0,0,123869,822305,0,0,0,0,0,0,0,0,0,0,0,0,0
106560203,AURORA VISTA DEL MAR HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Ventura,10 - Santa Barbara/Ventura,809,Investor - Corp.,Comparable,,805-653-6434,801 SENECA STREET,VENTURA,93001,JENIFER NYHUIS,87,44,44,353,96,598,0,262,0,118,1166,1,7,2601,0,3195,947,2977,0,1487,0,903,6108,4,37,15658,0,475,409,0,0,10,0,518,2441,0,46,3899,5185032,1532150,4821232,0,2408600,0,1455925,9929985,6400,59326,25398650,284315,247440,0,0,5815,0,280879,1376586,0,25655,2220690,0,2268421,772203,2458125,0,-54949,1352918,0,615204,4571818,0,6400,0,0,0,38880,12029020,0,0,0,0,0,3200926,1007387,2418056,0,1061497,0,1121600,6734753,0,46101,15590320,10262355,20883587,436554,-4254,0,0,0,0,1586730,1946763,0,0,0,0,0,0,0,0,0,0,0,0,0
106154044,BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Kern,09 - Central,617,Non Profit Corp.,Comparable,,661-398-1800,5201 WHITE LANE,BAKERSFIELD,93309,EUGINE SUKSI,90,90,51,360,106,820,1,521,0,53,907,1,3,2772,0,2644,668,5711,6,3790,0,329,4920,16,10,18094,0,442,115,0,0,0,0,123,1151,0,0,1831,5296750,1338825,11442350,12025,7593075,0,659350,9862150,32025,20075,36256625,229600,58800,0,0,0,0,75075,594475,0,0,957950,0,3196097,697184,6696951,6529,83865,4457169,0,338047,5138430,0,32025,0,0,0,9932,20656229,0,0,0,0,0,2330253,700441,4661534,5496,3135906,0,396378,5318195,0,10143,16558346,40425,20290885,1546384,-2588,0,0,0,0,57213,481358,0,0,0,0,0,0,0,0,0,0,0,0,0
106154101,BAKERSFIELD HEART HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Kern,09 - Central,617,Investor - Corp.,Comparable,,661-316-6000,3001 SILLECT AVENUE,BAKERSFIELD,93308,MICHELLE OXFORD,47,47,47,1794,445,28,368,0,0,357,0,0,70,3062,0,7426,1842,117,1524,0,0,1471,0,0,285,12665,0,6731,1358,212,2146,0,0,2961,0,0,1569,14977,132413438,32854538,2027532,27167601,0,0,26261270,0,0,5079165,225803544,85396344,17146498,2679530,27212975,0,0,37338487,0,0,19849981,189623815,5482942,183679074,40840429,2741042,49566215,0,0,0,49587002,0,0,61775,0,0,0,4637731,336596210,0,0,0,0,0,31396179,8504319,1692567,4048692,0,0,13411154,0,0,19778238,78831149,491648,72325775,0,-16948078,0,0,0,0,56595466,58630244,0,0,0,0,0,0,0,0,0,0,0,0,0
106150722,BAKERSFIELD MEMORIAL HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Kern,09 - Central,617,Non Profit Corp.,Comparable,,661-327-4647,420 34TH STREET,BAKERSFIELD,93301,JON VAN BOENING,408,372,210,3540,2348,2028,6145,0,0,293,2939,53,312,17658,0,15282,9511,11861,18583,0,0,1159,9988,187,1074,67645,0,30126,8793,14504,70359,0,0,1940,24510,3343,3781,157356,338002320,220187962,168313977,319553929,0,0,21970119,217727992,3568405,22454985,1311779689,211954938,97240772,43797654,285737084,0,0,12720384,173543081,9331702,8439750,842765365,9708106,470269216,274790757,159934655,475170371,0,0,0,28455450,226649364,0,20156289,0,0,0,31681485,1696815693,39509533,0,0,16621146,56130679,76442651,81311052,44731444,127999776,0,0,5533257,176744253,0,1097607,513860040,3178032,496999430,0,32976505,0,0,0,0,56864725,187211350,0,0,0,0,0,0,0,0,0,0,0,0,0
106364121,BALLARD REHABILITATION HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,San Bernardino,12 - Inland Counties,1209,Investor - Ptnr.,Comparable,,909-473-1200,1760 WEST 16TH STREET,SAN BERNARDINO,92411,MARY HUNT,60,60,60,279,146,136,204,0,0,172,0,0,0,937,0,3736,2986,2486,2604,0,0,2827,0,0,0,14639,0,1474,1376,42,3069,0,0,5399,0,0,0,11360,12128378,7499324,7850744,9051058,0,0,8304562,0,0,0,44834066,652210,490716,10822,826043,0,0,2167447,0,0,0,4147238,396357,4979711,3424877,4127102,2938933,0,0,0,5018527,0,0,0,0,0,0,0,20885507,0,0,0,0,0,7404520,4565163,3734464,6938168,0,0,5453482,0,0,0,28095797,157033,18704112,0,-1307013,0,0,0,0,167783,410131,0,0,0,0,0,0,0,0,0,0,0,0,0
106184008,BANNER LASSEN MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Lassen,01 - Northern California,213,Non Profit Corp.,Comparable,Rural,530-252-2000,1800 SPRING RIDGE DRIVE,SUSANVILLE,96130,SANDY DUGGER,25,25,25,358,2,295,0,0,0,304,0,10,13,982,0,1573,29,803,0,0,0,1016,0,35,31,3487,0,10710,126,7923,0,0,0,12022,0,844,314,31939,8878044,161692,7214399,0,0,0,7844265,0,197026,262821,24558247,22250718,413826,16521405,0,0,0,24396247,0,1268757,431583,65282536,3262935,20394626,379895,12794900,0,0,0,0,10639661,0,0,881777,0,0,0,212510,48566304,0,0,0,0,0,9915280,135585,10639583,0,0,0,20065929,0,217415,300687,41274479,32730,36204028,4621142,0,0,0,0,0,4364894,18939107,0,0,0,0,0,0,0,0,0,0,0,0,0
106190052,BARLOW RESPIRATORY HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,925,Non Profit Corp.,Comparable,,213-250-4200,2000 STADIUM WAY,LOS ANGELES,90026,AMIT MOHAN,105,105,105,715,41,47,28,0,0,39,45,1,0,916,0,19663,1417,1663,1197,0,0,1658,2156,15,0,27769,0,0,0,0,0,0,0,0,0,0,0,0,378310384,25904548,32939233,23784901,0,0,29757623,45627668,212867,0,536537224,0,0,0,0,0,0,0,0,0,0,0,498018,331059233,23044608,30067264,21793664,0,0,0,24363581,39431985,0,212867,0,0,0,0,470471220,0,0,0,0,0,47251151,2859940,2871969,1991237,0,0,4683157,6195683,212867,0,66066004,660715,63023048,0,1000000,0,0,0,0,6099682,13414019,0,0,0,0,0,0,0,0,0,0,0,0,0
106364430,BARSTOW COMMUNITY HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,San Bernardino,12 - Inland Counties,1213,Investor - Corp.,Comparable,Rural,760-957-3221,820 EAST MOUNTAIN VIEW ST,BARSTOW,92311,J. KOLBE SHERIDAN,30,30,30,407,309,379,541,0,0,141,170,0,105,2052,0,1213,1100,966,1448,0,0,306,368,0,200,5601,0,4697,5036,9232,12815,0,0,1949,3080,0,1980,38789,41215682,28793791,26577354,33177756,0,0,6064586,14314022,0,3521152,153664343,54232138,29214070,57779298,99726031,0,0,24678012,35973877,0,15492630,317096056,12049266,86653057,51445092,72344918,126643781,-173542,0,0,19402261,33340896,0,44582,0,0,0,8091112,409841423,0,0,0,0,0,7793268,5803215,10836953,5254117,0,0,9129148,14999120,0,7103155,60918976,51367,44772430,0,0,0,0,0,0,959461,54626711,0,0,0,0,0,0,0,0,0,0,0,0,0
106090793,BARTON MEMORIAL HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,El Dorado,02 - Golden Empire,306,Non Profit Corp.,Comparable,Rural,530-541-3420,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,96150,CLINT PURVANCE,111,111,111,630,123,118,374,0,0,173,485,77,81,2061,24,2520,637,446,1280,0,0,475,1256,200,184,6998,14446,17005,1590,2264,11073,0,0,3983,16021,1224,4278,57438,55317353,10948281,15488273,24139572,0,0,13175982,28796279,5304271,3479070,156649081,84522298,10653528,11307446,53036067,0,0,33322772,92503811,10860762,12417708,308624392,10010415,124471142,18942005,16476789,68204078,0,0,0,19244056,37893058,0,6182592,0,0,0,5555939,306980074,0,0,0,0,0,15368509,2659805,10318929,8971561,0,0,17244283,83407032,16165034,4158246,158293399,27197377,180838672,0,-2279812,0,0,0,0,10672033,104345584,0,0,0,0,0,0,0,0,0,0,0,0,0
106361110,BEAR VALLEY COMMUNITY HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,San Bernardino,12 - Inland Counties,1217,District,Comparable,Rural,909-866-6501,41870 GARSTIN DRIVE,BIG BEAR LAKE,92315,JOHN P. FRIEL,30,30,26,56,28,19,2,0,0,20,0,0,1,126,16,639,113,4816,6,0,0,547,0,0,3,6124,5547,9535,3702,27338,1556,0,0,7606,661,0,2557,52955,1128938,571910,2228341,32925,0,0,407570,0,0,13540,4383224,8758424,6752890,13383684,4354595,0,0,10880123,1996360,0,2705619,48831695,2075889,6117313,3810955,7491889,3171056,-150673,0,0,5198650,892316,0,0,0,0,0,588134,29195529,0,0,0,0,0,3770049,3513845,8270810,1216464,0,0,6089043,1104044,0,55135,24019390,520334,26227363,0,3335465,0,0,0,0,3245761,10884236,0,0,0,0,0,0,0,0,0,0,0,0,0
106190081,BEVERLY HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,919,Non Profit Corp.,Comparable,,323-726-1222,309 WEST BEVERLY BOULEVARD,MONTEBELLO,90640,ALICE CHENG,202,167,120,1987,2113,1017,4207,0,0,58,964,18,217,10581,0,10766,7702,3441,14757,0,0,209,3021,39,514,40449,0,5493,6307,3839,16728,0,0,1211,7424,147,4234,45383,82789274,76704860,24726109,107444753,0,0,1047791,28313287,347016,4636522,326009612,29111072,39777495,9087448,49604621,0,0,1972596,26219036,575292,8314263,164661823,10824921,81158956,85098180,2659358,135383935,-7696675,0,0,2949288,38134073,0,1626013,0,0,0,2849196,352987245,588017,41573767,0,0,42161784,30341122,31565159,38420029,62712264,0,0,733786,15273528,0,800086,179845974,643390,191130407,5078213,2024873,0,0,0,0,9894448,92085153,0,0,0,0,0,0,0,0,0,0,0,0,0
106190020,BHC ALHAMBRA HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,913,Investor - Corp.,Comparable,,626-286-1191,4619 ROSEMEAD BOULEVARD,ROSEMEAD,91770,MARGARET MINNICK,97,97,92,301,96,1013,0,0,0,442,3777,14,0,5643,0,3193,880,6018,0,0,0,3474,19179,49,0,32793,0,13394,0,0,0,0,0,481,3094,105,0,17074,5428100,1496000,10230600,0,0,0,5905800,32618446,83300,0,55762246,7064965,0,0,0,0,0,296300,2276060,59185,0,9696510,759128,5978729,632610,5374579,0,0,0,0,1896800,12500087,0,142485,0,0,0,0,27284418,0,0,0,0,0,6387440,846793,4760185,0,0,0,4223631,21956289,0,0,38174338,19660,26681597,899425,119522,0,0,0,0,312300,7918622,0,0,0,0,0,0,0,0,0,0,0,0,0
106044006,BUTTE COUNTY MENTAL HEALTH - PHF,20201,04/01/2019,03/31/2020,OPEN,Butte,01 - Northern California,219,City/County,Psychiatric Health Facilities,,530-891-2775,592 RIO LINDO AVENUE,CHICO,95926,"SCOTT KENNELLY, LCSW, DIRECTOR",16,16,16,0,0,0,0,0,0,279,0,0,0,279,0,0,0,0,0,0,0,4538,0,0,0,4538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2098681,0,0,0,2098681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-723,0,0,0,0,0,0,0,0,0,0,-723,0,0,0,0,0,0,0,0,0,0,0,2099404,0,0,0,2099404,0,4801667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
